    -0.837034    -0.062897     0.303510     0.302862     0.393628
    -0.832848    -0.063166     0.303409     0.303008     0.393583
    -0.828663    -0.063070     0.303310     0.303162     0.393528
    -0.824478    -0.062603     0.303214     0.303322     0.393464
    -0.820293    -0.061765     0.303122     0.303490     0.393388
    -0.816108    -0.060556     0.303033     0.303664     0.393303
    -0.811923    -0.058976     0.302947     0.303846     0.393207
    -0.807737    -0.057026     0.302864     0.304035     0.393101
    -0.803552    -0.054706     0.302785     0.304230     0.392985
    -0.799367    -0.052016     0.302709     0.304433     0.392858
    -0.795182    -0.048957     0.302636     0.304643     0.392721
    -0.790997    -0.045529     0.302567     0.304860     0.392573
    -0.786812    -0.041733     0.302500     0.305084     0.392415
    -0.782626    -0.037570     0.302437     0.305316     0.392247
    -0.778441    -0.033039     0.302377     0.305554     0.392069
    -0.774256    -0.028143     0.302320     0.305799     0.391882
    -0.770071    -0.022881     0.302266     0.306051     0.391684
    -0.765886    -0.017255     0.302214     0.306310     0.391476
    -0.761701    -0.011266     0.302166     0.306575     0.391259
    -0.757515    -0.004915     0.302119     0.306848     0.391033
    -0.753330     0.001797     0.302076     0.307127     0.390797
    -0.749145     0.008869     0.302035     0.307412     0.390553
    -0.744960     0.016299     0.301996     0.307705     0.390300
    -0.740775     0.024087     0.301958     0.308003     0.390038
    -0.736590     0.032230     0.301923     0.308309     0.389768
    -0.732404     0.040726     0.301889     0.308620     0.389490
    -0.728219     0.049576     0.301857     0.308938     0.389205
    -0.724034     0.058775     0.301826     0.309262     0.388912
    -0.719849     0.068324     0.301796     0.309592     0.388612
    -0.715664     0.078220     0.301766     0.309928     0.388306
    -0.711479     0.088461     0.301737     0.310270     0.387993
    -0.707293     0.099046     0.301708     0.310618     0.387674
    -0.703108     0.109971     0.301679     0.310972     0.387349
    -0.698923     0.121236     0.301649     0.311332     0.387019
    -0.694738     0.132838     0.301619     0.311697     0.386684
    -0.690553     0.144775     0.301587     0.312068     0.386345
    -0.686368     0.157044     0.301554     0.312445     0.386001
    -0.682182     0.169644     0.301519     0.312827     0.385654
    -0.677997     0.182573     0.301482     0.313215     0.385303
    -0.673812     0.195826     0.301442     0.313608     0.384950
    -0.669627     0.209404     0.301399     0.314007     0.384594
    -0.665442     0.223302     0.301352     0.314411     0.384237
    -0.661257     0.237518     0.301301     0.314821     0.383878
    -0.657071     0.252051     0.301246     0.315236     0.383518
    -0.652886     0.266897     0.301186     0.315657     0.383157
    -0.648701     0.282053     0.301120     0.316083     0.382797
    -0.644516     0.297517     0.301048     0.316515     0.382437
    -0.640331     0.313287     0.300969     0.316952     0.382079
    -0.636146     0.329359     0.300883     0.317394     0.381723
    -0.631960     0.345731     0.300789     0.317842     0.381369
    -0.627775     0.362400     0.300686     0.318295     0.381019
    -0.623590     0.379363     0.300574     0.318754     0.380672
    -0.619405     0.396616     0.300452     0.319218     0.380330
    -0.615220     0.414158     0.300319     0.319687     0.379994
    -0.611035     0.431984     0.300174     0.320161     0.379665
    -0.606849     0.450092     0.300017     0.320640     0.379343
    -0.602664     0.468477     0.299846     0.321125     0.379029
    -0.598479     0.487138     0.299660     0.321614     0.378726
    -0.594294     0.506069     0.299459     0.322107     0.378433
    -0.590109     0.525269     0.299242     0.322605     0.378153
    -0.585924     0.544731     0.299006     0.323107     0.377886
    -0.581738     0.564454     0.298752     0.323613     0.377635
    -0.577553     0.584431     0.298477     0.324122     0.377401
    -0.573368     0.604660     0.298180     0.324634     0.377186
    -0.569183     0.625136     0.297860     0.325147     0.376993
    -0.564998     0.645853     0.297514     0.325662     0.376823
    -0.560813     0.666807     0.297142     0.326178     0.376680
    -0.556627     0.687993     0.296741     0.326693     0.376566
    -0.552442     0.709404     0.296309     0.327207     0.376484
    -0.548257     0.731034     0.295843     0.327719     0.376438
    -0.544072     0.752878     0.295342     0.328226     0.376432
    -0.539887     0.774929     0.294802     0.328727     0.376471
    -0.535702     0.797178     0.294221     0.329220     0.376558
    -0.531516     0.819619     0.293596     0.329704     0.376700
    -0.527331     0.842243     0.292922     0.330175     0.376903
    -0.523146     0.865040     0.292196     0.330632     0.377172
    -0.518961     0.888002     0.291414     0.331069     0.377517
    -0.514776     0.911116     0.290571     0.331485     0.377944
    -0.510591     0.934373     0.289662     0.331875     0.378463
    -0.506405     0.957759     0.288682     0.332234     0.379084
    -0.502220     0.981261     0.287623     0.332557     0.379820
    -0.498035     1.004864     0.286481     0.332838     0.380681
    -0.493850     1.028552     0.285246     0.333069     0.381684
    -0.489665     1.052307     0.283912     0.333244     0.382843
    -0.485480     1.076109     0.282469     0.333354     0.384177
    -0.481294     1.099937     0.280908     0.333387     0.385705
    -0.477109     1.123767     0.279217     0.333334     0.387449
    -0.472924     1.147573     0.277387     0.333180     0.389432
    -0.468739     1.171326     0.275406     0.332913     0.391682
    -0.464554     1.194993     0.273259     0.332514     0.394226
    -0.460369     1.218539     0.270936     0.331968     0.397096
    -0.456183     1.241925     0.268422     0.331252     0.400326
    -0.451998     1.265107     0.265704     0.330345     0.403950
    -0.447813     1.288036     0.262772     0.329224     0.408004
    -0.443628     1.310661     0.259613     0.327863     0.412525
    -0.439443     1.332923     0.256220     0.326234     0.417546
    -0.435257     1.354760     0.252590     0.324311     0.423099
    -0.431072     1.376105     0.248725     0.322067     0.429208
    -0.426887     1.396885     0.244632     0.319479     0.435889
    -0.422702     1.417027     0.240330     0.316527     0.443142
    -0.418517     1.436452     0.235849     0.313199     0.450953
    -0.414332     1.455085     0.231228     0.309489     0.459283
    -0.410146     1.472851     0.226520     0.305407     0.468073
    -0.405961     1.489681     0.221790     0.300974     0.477236
    -0.401776     1.505513     0.217112     0.296226     0.486662
    -0.397591     1.520297     0.212563     0.291215     0.496222
    -0.393406     1.533998     0.208225     0.286003     0.505772
    -0.389221     1.546593     0.204170     0.280663     0.515168
    -0.385035     1.558078     0.200464     0.275269     0.524267
    -0.380850     1.568466     0.197156     0.269899     0.532946
    -0.376665     1.577784     0.194279     0.264620     0.541101
    -0.372480     1.586070     0.191850     0.259492     0.548658
    -0.368295     1.593375     0.189866     0.254565     0.555569
    -0.364110     1.599757     0.188315     0.249872     0.561813
    -0.359924     1.605278     0.187171     0.245436     0.567393
    -0.355739     1.610002     0.186402     0.241270     0.572328
    -0.351554     1.613994     0.185972     0.237375     0.576653
    -0.347369     1.617316     0.185844     0.233748     0.580408
    -0.343184     1.620027     0.185980     0.230378     0.583642
    -0.338999     1.622185     0.186345     0.227253     0.586402
    -0.334813     1.623842     0.186907     0.224356     0.588736
    -0.330628     1.625046     0.187637     0.221672     0.590691
    -0.326443     1.625840     0.188508     0.219184     0.592308
    -0.322258     1.626266     0.189498     0.216876     0.593627
    -0.318073     1.626360     0.190585     0.214732     0.594682
    -0.313888     1.626154     0.191754     0.212739     0.595507
    -0.309702     1.625679     0.192989     0.210882     0.596129
    -0.305517     1.624960     0.194277     0.209150     0.596573
    -0.301332     1.624023     0.195608     0.207531     0.596861
    -0.297147     1.622889     0.196973     0.206015     0.597012
    -0.292962     1.621578     0.198364     0.204593     0.597043
    -0.288777     1.620108     0.199773     0.203257     0.596970
    -0.284591     1.618496     0.201197     0.201999     0.596804
    -0.280406     1.616755     0.202629     0.200813     0.596557
    -0.276221     1.614900     0.204066     0.199693     0.596240
    -0.272036     1.612943     0.205505     0.198633     0.595861
    -0.267851     1.610895     0.206943     0.197629     0.595428
    -0.263666     1.608766     0.208377     0.196675     0.594948
    -0.259480     1.606566     0.209805     0.195769     0.594426
    -0.255295     1.604304     0.211227     0.194906     0.593868
    -0.251110     1.601987     0.212639     0.194083     0.593278
    -0.246925     1.599624     0.214042     0.193297     0.592661
    -0.242740     1.597220     0.215434     0.192546     0.592020
    -0.238555     1.594784     0.216814     0.191827     0.591359
    -0.234369     1.592320     0.218182     0.191138     0.590680
    -0.230184     1.589835     0.219538     0.190476     0.589986
    -0.225999     1.587333     0.220880     0.189841     0.589279
    -0.221814     1.584820     0.222209     0.189229     0.588561
    -0.217629     1.582300     0.223525     0.188640     0.587835
    -0.213444     1.579778     0.224826     0.188073     0.587101
    -0.209258     1.577258     0.226114     0.187524     0.586362
    -0.205073     1.574744     0.227387     0.186995     0.585618
    -0.200888     1.572240     0.228647     0.186482     0.584871
    -0.196703     1.569750     0.229892     0.185986     0.584122
    -0.192518     1.567276     0.231123     0.185505     0.583372
    -0.188333     1.564823     0.232341     0.185038     0.582622
    -0.184147     1.562392     0.233544     0.184584     0.581872
    -0.179962     1.559988     0.234734     0.184143     0.581123
    -0.175777     1.557614     0.235910     0.183714     0.580376
