   -0.050892    0.023197    0.011588    0.025722   -0.089003    0.009152    0.000604   -0.722960
   -0.048213    0.027836    0.014219    0.024565   -0.092291    0.009331   -0.000002   -0.730220
   -0.045535    0.032475    0.016527    0.022856   -0.088889    0.009161   -0.000608   -0.722620
   -0.053570    0.009279    0.004685    0.028153   -0.044885    0.010760    0.002063   -0.702538
   -0.034821    0.041754    0.022056    0.018098   -0.044381    0.010791   -0.002069   -0.702100
   -0.053570    0.000000    0.000030    0.028767   -0.000706    0.011534    0.003117   -0.697486
   -0.026785    0.046393    0.024911    0.014387    0.000044    0.011576   -0.003131   -0.697548
   -0.053570   -0.009279   -0.004629    0.028171    0.043645    0.010788    0.004335   -0.693772
   -0.018750    0.051032    0.026734    0.010066    0.044544    0.010842   -0.004363   -0.694682
   -0.050892   -0.023197   -0.011551    0.025767    0.088442    0.006971    0.007114   -0.699892
   -0.034821    0.004639    0.003735    0.027957   -0.019058    0.012041    0.003459   -0.618948
   -0.032142    0.009279    0.007654    0.026493   -0.032753    0.011684    0.002061   -0.596778
   -0.024107    0.023197    0.019159    0.019836   -0.032458    0.011687   -0.002086   -0.596923
   -0.021428    0.027836    0.022375    0.017173   -0.018603    0.012045   -0.003482   -0.619154
   -0.005357    0.055672    0.028138    0.002864    0.089244    0.007012   -0.007176   -0.702087
   -0.048213   -0.027836   -0.014194    0.024616    0.091976    0.004910    0.008591   -0.709033
   -0.034821   -0.004639   -0.003646    0.027961    0.018105    0.010489    0.005998   -0.626788
   -0.013393    0.032475    0.026053    0.010788    0.018650    0.010488   -0.006020   -0.627078
   -0.000000    0.055672    0.028463   -0.000011    0.092627    0.004934   -0.008662   -0.711257
   -0.045535   -0.032475   -0.016513    0.022907    0.088761    0.002602    0.009636   -0.699816
   -0.032142   -0.009279   -0.007572    0.026502    0.032007    0.008389    0.007179   -0.609238
   -0.008036    0.032475    0.026746    0.006662    0.032469    0.008382   -0.007200   -0.609544
    0.005357    0.055672    0.028136   -0.002885    0.089209    0.002609   -0.009709   -0.701831
   -0.034821   -0.041754   -0.022059    0.018131    0.044477   -0.001719    0.011554   -0.693403
   -0.024107   -0.023197   -0.019121    0.019843    0.032301    0.001988    0.010863   -0.608937
    0.008036    0.032475    0.026740   -0.006659    0.032445    0.001970   -0.010882   -0.609113
    0.018750    0.051032    0.026735   -0.010084    0.044457   -0.001730   -0.011600   -0.694184
   -0.021428   -0.027836   -0.022347    0.017175    0.018553   -0.000085    0.012079   -0.626201
    0.013393    0.032475    0.026039   -0.010787    0.018625   -0.000104   -0.012099   -0.626315
   -0.026785   -0.046393   -0.024914    0.014408    0.000075   -0.003151    0.011596   -0.696957
    0.026785    0.046393    0.024914   -0.014409   -0.000038   -0.003160   -0.011621   -0.697173
   -0.013393   -0.032475   -0.026039    0.010785   -0.018614   -0.003041    0.012134   -0.618060
    0.021428    0.027836    0.022347   -0.017176   -0.018534   -0.003060   -0.012157   -0.618164
   -0.018750   -0.051032   -0.026735    0.010082   -0.044430   -0.003685    0.010416   -0.702294
   -0.008036   -0.032475   -0.026740    0.006657   -0.032440   -0.004063    0.011122   -0.595943
    0.024107    0.023197    0.019121   -0.019844   -0.032279   -0.004081   -0.011144   -0.596047
    0.034821    0.041754    0.022059   -0.018132   -0.044436   -0.003687   -0.010421   -0.702089
   -0.005357   -0.055672   -0.028136    0.002882   -0.089211   -0.004142    0.008316   -0.724114
    0.008036   -0.032475   -0.026746   -0.006664   -0.032484   -0.007644    0.009045   -0.596380
    0.032142    0.009279    0.007572   -0.026504   -0.031992   -0.007662   -0.009061   -0.596407
    0.045535    0.032475    0.016514   -0.022908   -0.088722   -0.004132   -0.008293   -0.723158
    0.000000   -0.055672   -0.028462    0.000008   -0.092644   -0.004748    0.008165   -0.731851
    0.013393   -0.032475   -0.026052   -0.010791   -0.018675   -0.009033    0.008664   -0.618856
    0.034821    0.004639    0.003647   -0.027962   -0.018097   -0.009053   -0.008674   -0.618881
    0.048213    0.027836    0.014195   -0.024617   -0.091941   -0.004737   -0.008141   -0.730767
    0.005357   -0.055672   -0.028137   -0.002867   -0.089275   -0.005173    0.007702   -0.724433
    0.021428   -0.027836   -0.022374   -0.017176    0.018575   -0.010462    0.006080   -0.627372
    0.024107   -0.023197   -0.019158   -0.019838    0.032435   -0.010441    0.003686   -0.610065
    0.032142   -0.009279   -0.007653   -0.026494    0.032743   -0.010451   -0.003667   -0.610054
    0.034821   -0.004639   -0.003734   -0.027958    0.019053   -0.010478   -0.006069   -0.627386
    0.050892    0.023197    0.011553   -0.025768   -0.088412   -0.005163   -0.007681   -0.723355
    0.018750   -0.051032   -0.026732   -0.010070   -0.044600   -0.007200    0.008329   -0.702927
    0.053570    0.009279    0.004631   -0.028173   -0.043633   -0.007209   -0.008333   -0.702599
    0.026785   -0.046393   -0.024909   -0.014390   -0.000107   -0.008474    0.008450   -0.697388
    0.053570    0.000000   -0.000029   -0.028769    0.000704   -0.008496   -0.008457   -0.697614
    0.034821   -0.041754   -0.022054   -0.018101    0.044317   -0.009135    0.007193   -0.693276
    0.053570   -0.009279   -0.004684   -0.028155    0.044868   -0.009160   -0.007179   -0.693855
    0.045535   -0.032475   -0.016525   -0.022859    0.088837   -0.009617    0.002541   -0.698886
    0.048213   -0.027836   -0.014217   -0.024567    0.092245   -0.009867    0.000042   -0.708130
    0.050892   -0.023197   -0.011587   -0.025724    0.088965   -0.009628   -0.002467   -0.699268
